TransactionID,ProductID,ProductName,ProductCategory,SalesQuantity,SalesPrice,DiscountAmount,FinalSalePrice,TransactionDate,TimeOfDay,SalesChannel,PaymentMethod,PaymentStatus,TransactionStatus,CustomerID,CustomerAge,CustomerGender,CustomerLocation,LoyaltyProgramMember,CustomerFeedbackRating,ReturnFlag,ReturnReason,StoreLocation,Region,PromoCodeUsed,DiscountPercentage,ShippingMethod,ShippingFee,ShippingStatus,SalesTax,CrossSellProducts,UpsellProducts
TX615041,1040,Product_1040,Clothing,2,53,5.563319212389029,47.43668078761097,2024-10-10,Afternoon,In-store,Cash,Refunded,Canceled,10111,52,Male,City_2,No,5,false,Defective,Store_41,South,false,0,Expedited,16,Pending,4.743668078761097,null,Product_1538
TX924232,1056,Product_1056,Electronics,9,267,19.793308406199344,247.20669159380066,2024-09-20,Morning,Online,Online wallet,Refunded,Returned,10259,31,Male,City_73,Yes,5,true,Defective,Store_30,South,true,5.070325622613561,None,0,Pending,24.720669159380066,Product_1058,Product_1533
TX175582,1008,Product_1008,Electronics,3,261,16.267474010518672,244.73252598948133,2024-10-07,Morning,Online,Credit card,Refunded,Canceled,10457,32,Other,City_24,Yes,4,false,Changed mind,Store_42,East,true,11.658805554515562,Expedited,10,In-transit,24.473252598948136,null,null
TX545423,1066,Product_1066,Furniture,8,484,22.551727291253528,461.44827270874646,2024-12-05,Evening,Mobile app,Credit card,Refunded,Completed,10162,34,Female,City_46,No,3,false,Other,Store_8,East,true,3.0909268132605017,Expedited,18,Delivered,46.14482727087465,Product_1063,null
TX584634,1048,Product_1048,Electronics,6,344,65.40260188562095,278.5973981143791,2024-08-16,Evening,In-store,Cash,Paid,Returned,10080,47,Female,City_83,No,1,true,Changed mind,Store_45,South,false,0,None,0,Pending,27.85973981143791,Product_1089,Product_1570
TX160698,1093,Product_1093,Clothing,8,242,4.42014851644476,237.57985148355525,2024-12-12,Afternoon,Online,Credit card,Pending,Returned,10372,37,Male,City_60,Yes,2,false,Changed mind,Store_48,South,false,0,Expedited,14,In-transit,23.757985148355527,Product_1000,null
TX566044,1021,Product_1021,Furniture,9,335,33.162912792267996,301.837087207732,2025-01-23,Morning,Online,Credit card,Pending,Canceled,10491,37,Female,City_56,Yes,5,true,Other,Store_15,West,true,9.451451222768636,None,0,In-transit,30.1837087207732,Product_1076,Product_1525
TX168258,1009,Product_1009,Toys,8,360,55.18793547062642,304.8120645293736,2024-08-08,Evening,Online,Online wallet,Paid,Canceled,10326,34,Male,City_44,No,2,true,null,Store_5,East,true,15.618204531768153,Standard,7,In-transit,30.481206452937357,null,null
TX616509,1047,Product_1047,Toys,4,302,18.200251120175462,283.79974887982456,2024-08-29,Evening,In-store,Cash,Pending,Canceled,10285,52,Male,City_88,Yes,1,false,Other,Store_49,North,true,4.741049527271423,Standard,19,In-transit,28.379974887982456,null,Product_1567
TX500500,1026,Product_1026,Clothing,1,108,18.023213657362714,89.97678634263728,2024-11-15,Evening,Mobile app,Credit card,Refunded,Canceled,10243,25,Male,City_87,Yes,2,false,Changed mind,Store_42,East,true,9.695891949513092,None,0,In-transit,8.997678634263728,Product_1063,Product_1503
TX765016,1049,Product_1049,Toys,2,150,17.25706910362959,132.7429308963704,2024-11-26,Afternoon,In-store,Credit card,Paid,Canceled,10231,56,Male,City_39,No,1,false,Changed mind,Store_3,North,false,0,None,0,Delivered,13.274293089637041,null,null
TX253823,1035,Product_1035,Clothing,2,284,48.192906835983756,235.80709316401624,2024-09-11,Morning,Mobile app,Online wallet,Refunded,Canceled,10464,38,Female,City_39,Yes,4,false,Defective,Store_47,West,false,0,Expedited,16,In-transit,23.580709316401624,Product_1020,Product_1554
TX337481,1051,Product_1051,Furniture,1,267,49.53755921416416,217.46244078583584,2025-01-24,Morning,Mobile app,Cash,Refunded,Returned,10367,45,Male,City_21,Yes,5,true,Changed mind,Store_23,North,true,6.087344060661584,Standard,17,Pending,21.746244078583587,Product_1072,null
TX426235,1093,Product_1093,Toys,10,83,2.5262392904835718,80.47376070951643,2024-11-22,Morning,Mobile app,Credit card,Refunded,Canceled,10391,38,Male,City_38,No,2,true,Changed mind,Store_22,South,true,3.4502768630834346,Standard,5,Delivered,8.047376070951643,Product_1083,Product_1592
TX838943,1057,Product_1057,Electronics,10,103,9.256473865870428,93.74352613412957,2025-01-19,Afternoon,Mobile app,Cash,Pending,Canceled,10076,32,Other,City_44,Yes,5,true,Other,Store_21,East,true,17.92124134895424,Expedited,11,Pending,9.374352613412958,null,Product_1551
TX310849,1083,Product_1083,Clothing,3,397,50.05787581192393,346.9421241880761,2024-10-15,Morning,Mobile app,Cash,Pending,Canceled,10340,45,Other,City_39,No,4,false,Defective,Store_30,North,true,6.366565051649151,None,0,Delivered,34.69421241880761,Product_1001,null
TX625113,1079,Product_1079,Electronics,4,465,74.18436398028342,390.8156360197166,2024-10-19,Evening,Online,Cash,Pending,Canceled,10079,24,Other,City_10,Yes,2,false,Changed mind,Store_22,West,true,9.43284862683363,Standard,18,Pending,39.08156360197166,null,Product_1508
TX986761,1070,Product_1070,Toys,7,380,15.518206513139544,364.48179348686045,2024-10-30,Evening,Online,Cash,Paid,Canceled,10199,24,Other,City_100,Yes,2,true,Defective,Store_21,East,true,1.2900646281546013,Expedited,17,Pending,36.44817934868605,null,null
TX489276,1048,Product_1048,Electronics,1,365,70.81404159480691,294.1859584051931,2024-08-10,Afternoon,In-store,Credit card,Paid,Returned,10259,47,Other,City_54,Yes,5,true,Defective,Store_13,North,false,0,Standard,14,In-transit,29.418595840519313,Product_1046,Product_1591
TX837518,1059,Product_1059,Toys,7,171,31.16153404635681,139.83846595364318,2024-10-29,Afternoon,In-store,Credit card,Pending,Returned,10129,55,Other,City_27,Yes,1,false,Changed mind,Store_9,East,false,0,Standard,13,In-transit,13.98384659536432,Product_1005,null
TX504694,1062,Product_1062,Clothing,8,472,22.05957525476649,449.9404247452335,2024-09-04,Afternoon,Online,Cash,Paid,Completed,10324,51,Other,City_37,Yes,1,true,Changed mind,Store_37,North,false,0,None,0,In-transit,44.994042474523354,Product_1093,null
TX259922,1040,Product_1040,Furniture,9,465,5.294299560698332,459.70570043930167,2024-08-19,Morning,Mobile app,Online wallet,Refunded,Canceled,10258,29,Other,City_10,No,4,true,Other,Store_34,North,false,0,Expedited,9,In-transit,45.97057004393017,null,null
TX118675,1094,Product_1094,Electronics,9,224,28.41242149264238,195.58757850735762,2024-09-27,Morning,Mobile app,Online wallet,Refunded,Returned,10327,44,Female,City_4,Yes,3,true,Changed mind,Store_40,East,false,0,None,0,In-transit,19.558757850735763,null,null
TX910844,1035,Product_1035,Clothing,9,323,7.545653179614633,315.45434682038535,2024-11-13,Afternoon,Mobile app,Credit card,Pending,Canceled,10340,64,Other,City_10,No,5,false,Defective,Store_18,North,false,0,Expedited,6,In-transit,31.545434682038536,null,null
TX497560,1095,Product_1095,Electronics,1,132,21.475224183692024,110.52477581630798,2024-09-01,Afternoon,Online,Credit card,Paid,Canceled,10407,23,Female,City_72,No,5,true,Changed mind,Store_37,West,false,0,Standard,13,Delivered,11.052477581630798,Product_1059,Product_1570
TX110438,1096,Product_1096,Furniture,6,396,35.83123472987129,360.1687652701287,2025-01-06,Afternoon,Mobile app,Cash,Paid,Returned,10282,25,Male,City_29,No,2,true,Changed mind,Store_33,South,true,14.309034818576844,Standard,14,Pending,36.01687652701287,Product_1091,Product_1516
TX854922,1002,Product_1002,Clothing,5,431,16.935515494028646,414.06448450597134,2024-09-03,Afternoon,In-store,Online wallet,Pending,Canceled,10475,51,Female,City_22,Yes,1,false,Defective,Store_49,East,true,16.137138206412367,Standard,11,Delivered,41.40644845059714,Product_1085,null
TX346137,1078,Product_1078,Toys,4,268,21.598492400618127,246.4015075993819,2024-10-09,Afternoon,Online,Online wallet,Refunded,Returned,10441,51,Female,City_74,No,2,false,Changed mind,Store_50,East,true,14.849714413111139,Expedited,6,In-transit,24.64015075993819,null,null
TX113850,1037,Product_1037,Furniture,2,421,74.48866822597749,346.5113317740225,2024-09-25,Afternoon,Online,Credit card,Refunded,Returned,10379,29,Female,City_76,No,3,true,Defective,Store_32,East,false,0,None,0,In-transit,34.65113317740225,Product_1057,Product_1588
TX293800,1055,Product_1055,Electronics,1,276,11.371716418157629,264.62828358184237,2025-01-06,Evening,In-store,Cash,Paid,Returned,10408,37,Male,City_75,Yes,1,false,null,Store_3,North,false,0,Standard,18,Delivered,26.46282835818424,Product_1089,null
TX485825,1088,Product_1088,Toys,5,302,10.918281168036412,291.0817188319636,2024-08-25,Afternoon,In-store,Cash,Refunded,Completed,10208,48,Male,City_99,Yes,1,true,Changed mind,Store_41,South,true,14.697491918174707,Expedited,11,Pending,29.108171883196363,Product_1024,null
TX635809,1047,Product_1047,Toys,8,122,14.029765313745047,107.97023468625495,2025-01-05,Afternoon,Mobile app,Credit card,Refunded,Completed,10120,41,Female,City_38,Yes,2,true,null,Store_19,East,false,0,Expedited,10,In-transit,10.797023468625497,null,null
TX729181,1072,Product_1072,Toys,5,218,35.55884664983953,182.44115335016048,2025-01-01,Afternoon,Online,Online wallet,Pending,Returned,10328,45,Male,City_71,No,2,true,Other,Store_7,West,false,0,None,0,Pending,18.244115335016048,null,Product_1506
TX669879,1021,Product_1021,Toys,10,483,11.515811121880105,471.4841888781199,2024-08-22,Morning,Mobile app,Online wallet,Refunded,Canceled,10370,58,Male,City_43,No,4,true,Other,Store_23,West,true,3.936647459047624,None,0,Delivered,47.14841888781199,Product_1040,Product_1509
TX223310,1079,Product_1079,Electronics,10,284,17.77264140532278,266.22735859467724,2024-12-18,Evening,In-store,Online wallet,Pending,Completed,10358,61,Male,City_96,No,5,true,null,Store_39,East,false,0,None,0,Delivered,26.622735859467724,Product_1065,Product_1578
TX100319,1094,Product_1094,Clothing,7,153,24.522964844419285,128.47703515558072,2025-01-01,Evening,Online,Credit card,Paid,Canceled,10086,18,Male,City_7,Yes,4,false,null,Store_10,East,true,13.949298767169736,Standard,19,In-transit,12.847703515558074,null,Product_1533
TX237206,1100,Product_1100,Clothing,7,227,27.556913217237735,199.44308678276226,2024-09-06,Morning,In-store,Online wallet,Pending,Completed,10481,29,Female,City_91,Yes,3,false,Changed mind,Store_12,South,true,17.57745729735365,None,0,In-transit,19.94430867827623,null,null
TX297443,1041,Product_1041,Furniture,10,342,31.749329727966586,310.2506702720334,2025-01-12,Morning,In-store,Online wallet,Paid,Completed,10301,61,Female,City_39,Yes,2,false,Changed mind,Store_46,South,true,9.031021107579893,Standard,15,Pending,31.02506702720334,null,Product_1530
TX871656,1050,Product_1050,Clothing,6,304,10.699082251392507,293.3009177486075,2024-08-23,Evening,Mobile app,Online wallet,Pending,Canceled,10390,56,Other,City_18,No,3,false,Defective,Store_36,East,true,11.67066694959164,Expedited,15,Pending,29.33009177486075,null,Product_1500
TX532959,1058,Product_1058,Toys,6,411,27.6377368150501,383.3622631849499,2024-12-08,Evening,In-store,Credit card,Pending,Completed,10214,29,Female,City_53,Yes,1,false,Other,Store_32,South,false,0,Expedited,10,Delivered,38.33622631849499,Product_1044,Product_1534
TX590939,1097,Product_1097,Furniture,2,375,4.87474540178661,370.1252545982134,2024-09-14,Evening,Mobile app,Credit card,Paid,Canceled,10187,56,Other,City_7,No,1,true,Changed mind,Store_41,East,false,0,Expedited,14,Pending,37.01252545982134,Product_1012,null
TX149318,1051,Product_1051,Furniture,9,484,2.170165455306144,481.8298345446939,2024-09-04,Morning,Online,Credit card,Paid,Returned,10316,51,Male,City_26,Yes,2,true,null,Store_33,South,true,9.692782444624683,Expedited,19,Pending,48.182983454469394,null,null
TX312606,1099,Product_1099,Electronics,10,459,42.33084791990228,416.6691520800977,2024-08-07,Evening,In-store,Cash,Pending,Completed,10383,26,Female,City_42,Yes,1,true,Defective,Store_41,West,false,0,Standard,20,Delivered,41.666915208009776,Product_1058,Product_1583
TX648823,1036,Product_1036,Clothing,10,178,24.11947612307449,153.8805238769255,2024-12-02,Morning,Online,Cash,Pending,Completed,10225,53,Female,City_26,No,2,true,null,Store_8,South,false,0,Standard,12,In-transit,15.388052387692552,null,Product_1537
TX597163,1047,Product_1047,Clothing,3,341,30.328880499670532,310.6711195003295,2024-12-04,Evening,Mobile app,Online wallet,Pending,Completed,10161,21,Female,City_25,Yes,4,true,null,Store_9,North,false,0,None,0,Pending,31.067111950032952,null,Product_1562
TX133096,1093,Product_1093,Clothing,8,362,19.16077053906851,342.8392294609315,2024-08-23,Morning,In-store,Online wallet,Paid,Returned,10210,51,Other,City_81,Yes,4,false,Changed mind,Store_21,West,false,0,Expedited,19,Pending,34.28392294609315,Product_1070,Product_1578
TX519855,1012,Product_1012,Toys,7,147,24.908952882371274,122.09104711762873,2024-11-01,Morning,Online,Online wallet,Refunded,Completed,10191,25,Male,City_14,No,1,true,null,Store_47,South,false,0,None,0,Pending,12.209104711762874,null,null
TX758748,1095,Product_1095,Toys,6,331,43.26310627573416,287.7368937242658,2024-11-21,Morning,Mobile app,Cash,Refunded,Returned,10414,19,Male,City_70,Yes,4,true,Defective,Store_13,West,false,0,Expedited,17,Pending,28.773689372426585,null,Product_1589
TX151006,1003,Product_1003,Electronics,6,304,38.578616766886896,265.4213832331131,2024-10-24,Evening,Mobile app,Cash,Pending,Completed,10394,20,Male,City_55,Yes,3,false,Other,Store_50,South,true,3.0366759568335056,Standard,13,In-transit,26.54213832331131,null,Product_1540
TX123473,1001,Product_1001,Electronics,4,415,42.69953424525144,372.30046575474853,2024-12-16,Evening,In-store,Credit card,Refunded,Canceled,10106,64,Male,City_73,No,1,false,Other,Store_22,West,true,19.311902186623808,None,0,In-transit,37.23004657547485,Product_1081,Product_1557
TX907881,1063,Product_1063,Electronics,7,426,82.1431435098036,343.8568564901964,2024-12-10,Afternoon,Online,Credit card,Paid,Completed,10054,63,Male,City_42,Yes,2,false,Changed mind,Store_41,South,false,0,Standard,19,In-transit,34.38568564901964,Product_1063,Product_1509
TX428421,1048,Product_1048,Clothing,7,485,12.786929498736853,472.21307050126313,2024-09-20,Morning,Mobile app,Online wallet,Pending,Canceled,10274,58,Other,City_97,No,1,false,Other,Store_3,South,false,0,Standard,11,Delivered,47.22130705012631,null,null
TX170535,1071,Product_1071,Toys,8,184,23.175784366806674,160.82421563319332,2024-08-28,Afternoon,In-store,Online wallet,Pending,Returned,10400,30,Female,City_63,Yes,5,true,Other,Store_22,North,false,0,Standard,12,Delivered,16.082421563319333,null,null
TX503598,1049,Product_1049,Toys,6,361,54.86413404700304,306.13586595299694,2024-09-21,Morning,In-store,Credit card,Refunded,Canceled,10228,39,Male,City_76,No,1,true,Changed mind,Store_20,South,false,0,None,0,Delivered,30.613586595299694,null,Product_1595
TX898801,1080,Product_1080,Electronics,9,115,1.3068587935824514,113.69314120641755,2024-12-19,Evening,In-store,Cash,Paid,Completed,10398,31,Female,City_53,Yes,2,false,null,Store_11,North,true,3.2429415395273886,Expedited,6,Delivered,11.369314120641755,null,null
TX239092,1070,Product_1070,Clothing,1,486,85.05609639629236,400.94390360370767,2024-12-07,Morning,Mobile app,Online wallet,Refunded,Completed,10158,22,Other,City_47,Yes,5,false,Other,Store_18,South,true,1.8349454017792377,Expedited,10,Pending,40.09439036037077,null,null
TX504881,1075,Product_1075,Furniture,3,352,59.418966780016646,292.58103321998334,2024-10-12,Morning,Mobile app,Cash,Paid,Canceled,10204,31,Male,City_83,Yes,4,true,null,Store_16,East,true,11.23371008821251,Expedited,5,In-transit,29.258103321998334,Product_1067,null
TX261611,1093,Product_1093,Toys,3,251,39.213396650550266,211.78660334944973,2024-11-29,Morning,Mobile app,Credit card,Refunded,Completed,10091,28,Other,City_44,Yes,5,false,Other,Store_15,East,true,16.961022484296574,Expedited,7,In-transit,21.178660334944976,null,null
TX797747,1056,Product_1056,Toys,8,158,27.8474309757441,130.1525690242559,2024-12-03,Evening,Mobile app,Online wallet,Refunded,Completed,10062,34,Other,City_96,Yes,4,true,Defective,Store_24,West,false,0,Expedited,8,Pending,13.015256902425591,Product_1020,null
TX920109,1099,Product_1099,Furniture,2,159,30.09927698855761,128.90072301144238,2024-09-04,Evening,In-store,Online wallet,Refunded,Canceled,10400,58,Other,City_68,No,4,false,Defective,Store_24,East,true,10.946466434619813,Expedited,18,In-transit,12.890072301144238,Product_1073,null
TX493440,1095,Product_1095,Electronics,7,322,24.47620355602234,297.52379644397763,2024-09-28,Morning,Online,Cash,Refunded,Returned,10111,26,Other,City_88,No,1,false,null,Store_24,North,false,0,None,0,Pending,29.752379644397763,Product_1035,null
TX540125,1016,Product_1016,Toys,1,132,24.154346552046395,107.84565344795361,2024-10-24,Afternoon,Online,Cash,Paid,Completed,10264,58,Female,City_25,No,2,true,Other,Store_50,South,true,6.3957948682601184,Standard,12,Delivered,10.78456534479536,Product_1014,Product_1546
TX436321,1007,Product_1007,Electronics,1,305,2.3603339704951014,302.6396660295049,2024-08-24,Morning,In-store,Credit card,Pending,Completed,10156,57,Male,City_52,Yes,3,true,null,Store_15,East,false,0,None,0,Pending,30.26396660295049,null,Product_1552
TX156918,1057,Product_1057,Furniture,6,78,15.47507857623111,62.52492142376889,2024-10-30,Afternoon,Mobile app,Cash,Pending,Canceled,10087,21,Female,City_48,Yes,3,true,Defective,Store_20,South,false,0,Expedited,20,Pending,6.252492142376889,Product_1047,Product_1545
TX510718,1023,Product_1023,Clothing,3,482,4.073525569645312,477.9264744303547,2024-10-04,Morning,In-store,Credit card,Refunded,Completed,10194,36,Female,City_78,No,5,false,Defective,Store_44,West,false,0,Expedited,15,Delivered,47.79264744303547,null,Product_1557
TX267417,1078,Product_1078,Clothing,8,107,19.685861557286366,87.31413844271364,2024-12-12,Evening,Mobile app,Cash,Pending,Returned,10476,62,Female,City_49,Yes,3,false,null,Store_34,East,true,12.75838171289182,Expedited,14,Delivered,8.731413844271364,Product_1043,null
TX810252,1046,Product_1046,Electronics,10,200,27.076469286264548,172.92353071373546,2025-01-21,Evening,Mobile app,Cash,Pending,Returned,10475,61,Female,City_95,Yes,4,true,Other,Store_14,West,true,18.273481867306558,Standard,15,In-transit,17.292353071373547,null,Product_1580
TX570888,1087,Product_1087,Toys,3,170,32.86420897976144,137.13579102023857,2024-12-14,Afternoon,Mobile app,Cash,Pending,Completed,10487,60,Male,City_90,No,5,false,Changed mind,Store_29,South,false,0,Standard,7,Delivered,13.713579102023857,Product_1059,Product_1574
TX784093,1041,Product_1041,Furniture,9,358,39.35275490113916,318.6472450988608,2025-01-12,Evening,Online,Credit card,Pending,Returned,10041,38,Male,City_15,Yes,2,true,null,Store_17,West,true,11.942276820704954,None,0,In-transit,31.864724509886084,null,null
TX683028,1087,Product_1087,Electronics,10,241,13.451674859301482,227.54832514069852,2024-11-13,Morning,Online,Credit card,Pending,Canceled,10382,47,Female,City_38,No,2,false,Changed mind,Store_29,West,true,5.212987608966813,Standard,19,Pending,22.754832514069854,Product_1032,Product_1598
TX898829,1088,Product_1088,Electronics,6,286,7.6176867899941545,278.38231321000586,2025-01-16,Afternoon,Mobile app,Cash,Refunded,Canceled,10061,22,Male,City_80,Yes,1,true,Changed mind,Store_11,North,false,0,None,0,In-transit,27.83823132100059,Product_1005,null
TX193052,1043,Product_1043,Furniture,5,374,38.391297640892475,335.6087023591075,2024-09-22,Evening,Mobile app,Cash,Paid,Canceled,10449,40,Male,City_43,No,3,false,Changed mind,Store_12,East,false,0,Expedited,6,In-transit,33.56087023591075,Product_1062,null
TX195588,1025,Product_1025,Electronics,1,265,52.02958788309851,212.97041211690149,2024-09-05,Morning,Mobile app,Online wallet,Pending,Returned,10218,27,Female,City_59,Yes,4,false,Defective,Store_5,North,false,0,Standard,14,Pending,21.29704121169015,null,null
TX880884,1022,Product_1022,Electronics,3,177,32.22177196510458,144.77822803489542,2025-01-28,Evening,Online,Credit card,Pending,Completed,10040,21,Female,City_40,No,1,true,Changed mind,Store_26,East,false,0,Standard,9,In-transit,14.477822803489543,null,null
TX889147,1095,Product_1095,Electronics,8,193,35.585181469935584,157.41481853006442,2024-08-11,Afternoon,Online,Credit card,Pending,Canceled,10081,32,Male,City_26,No,1,false,null,Store_31,West,false,0,Expedited,18,In-transit,15.741481853006443,Product_1047,Product_1527
TX905304,1071,Product_1071,Electronics,10,384,70.0912815898727,313.90871841012734,2024-11-10,Afternoon,Online,Credit card,Paid,Canceled,10103,47,Other,City_32,No,4,true,Changed mind,Store_4,East,true,8.306950257270495,None,0,In-transit,31.390871841012736,null,null
TX543168,1010,Product_1010,Clothing,9,224,31.94220915823267,192.05779084176731,2024-10-04,Afternoon,Online,Cash,Refunded,Returned,10451,35,Other,City_46,No,5,false,Defective,Store_35,West,false,0,None,0,In-transit,19.205779084176733,Product_1062,null
TX564136,1095,Product_1095,Electronics,10,142,6.746427494881966,135.25357250511803,2024-11-09,Evening,In-store,Online wallet,Pending,Returned,10230,28,Female,City_57,No,3,false,Changed mind,Store_31,East,false,0,Standard,14,Pending,13.525357250511803,Product_1061,Product_1527
TX254950,1024,Product_1024,Furniture,10,116,7.260027982040791,108.7399720179592,2024-08-08,Morning,Online,Online wallet,Paid,Canceled,10483,37,Male,City_27,Yes,2,false,Other,Store_12,North,false,0,Expedited,5,Pending,10.873997201795921,null,Product_1521
TX962028,1018,Product_1018,Clothing,8,285,30.670059620910326,254.32994037908966,2024-09-16,Evening,Online,Cash,Paid,Completed,10015,35,Male,City_82,Yes,3,true,Other,Store_42,South,false,0,Standard,16,In-transit,25.43299403790897,null,null
TX129453,1077,Product_1077,Clothing,6,229,28.60066327179928,200.39933672820072,2024-10-21,Evening,Mobile app,Credit card,Pending,Completed,10189,65,Female,City_37,Yes,2,false,null,Store_37,East,false,0,Expedited,9,Delivered,20.039933672820073,Product_1013,Product_1542
TX412682,1073,Product_1073,Furniture,1,441,25.659634167114486,415.34036583288554,2024-12-29,Morning,Mobile app,Cash,Refunded,Returned,10095,63,Male,City_82,Yes,3,true,Other,Store_20,South,false,0,Expedited,9,Pending,41.534036583288554,Product_1058,null
TX387165,1037,Product_1037,Electronics,8,147,18.797335563708998,128.202664436291,2024-12-20,Evening,In-store,Cash,Paid,Completed,10251,37,Female,City_33,Yes,2,false,null,Store_17,South,true,4.529039157122055,None,0,Pending,12.820266443629102,Product_1089,null
TX913488,1004,Product_1004,Clothing,4,177,33.98561172667162,143.0143882733284,2024-10-12,Morning,Mobile app,Credit card,Refunded,Canceled,10264,20,Female,City_23,No,1,false,Defective,Store_11,South,true,3.2827481045643503,Standard,19,Delivered,14.30143882733284,Product_1031,null
TX782043,1075,Product_1075,Toys,9,85,8.515875200567242,76.48412479943276,2024-09-18,Evening,Mobile app,Cash,Refunded,Canceled,10027,42,Female,City_50,Yes,3,false,Defective,Store_17,South,true,16.35461551279196,Expedited,11,Pending,7.648412479943277,Product_1075,Product_1557
TX695708,1057,Product_1057,Clothing,7,133,16.397532673353556,116.60246732664645,2024-09-29,Morning,Online,Cash,Pending,Completed,10443,65,Female,City_33,Yes,5,false,Other,Store_8,West,true,10.481253964826509,Expedited,19,Pending,11.660246732664646,null,null
TX370901,1007,Product_1007,Toys,6,222,10.038409062408778,211.9615909375912,2024-11-14,Morning,Mobile app,Credit card,Paid,Completed,10470,46,Male,City_21,No,2,true,null,Store_13,West,true,9.481777717503876,None,0,Delivered,21.19615909375912,Product_1025,null
TX677005,1091,Product_1091,Toys,5,147,8.237170914858012,138.762829085142,2024-08-26,Afternoon,Online,Credit card,Paid,Canceled,10288,39,Male,City_59,No,5,false,Defective,Store_46,West,true,7.9676002009745,Expedited,17,In-transit,13.876282908514199,null,null
TX285499,1038,Product_1038,Electronics,10,311,58.14331927417445,252.85668072582556,2024-11-24,Evening,In-store,Credit card,Paid,Canceled,10044,41,Female,City_74,Yes,5,false,Other,Store_47,North,true,11.44001334289808,None,0,Pending,25.285668072582556,Product_1027,Product_1578
TX156765,1020,Product_1020,Clothing,2,252,23.0863015349017,228.9136984650983,2024-11-30,Morning,Mobile app,Credit card,Refunded,Completed,10290,33,Female,City_95,Yes,2,false,Defective,Store_47,South,false,0,None,0,Delivered,22.891369846509832,Product_1096,Product_1501
TX841774,1047,Product_1047,Electronics,6,492,47.8998438797868,444.1001561202132,2024-08-27,Evening,In-store,Credit card,Paid,Returned,10266,36,Other,City_65,No,4,true,Changed mind,Store_30,East,true,18.536121871180033,None,0,In-transit,44.410015612021326,null,null
TX313666,1044,Product_1044,Toys,9,316,34.56123448365869,281.43876551634133,2024-10-31,Morning,In-store,Cash,Pending,Completed,10015,37,Male,City_62,No,4,true,Changed mind,Store_28,North,true,17.00325539817183,None,0,In-transit,28.143876551634136,null,null
TX223719,1028,Product_1028,Toys,7,317,50.57462742975549,266.4253725702445,2025-01-19,Evening,Mobile app,Cash,Refunded,Completed,10288,43,Other,City_33,No,4,false,null,Store_9,West,false,0,Standard,15,In-transit,26.642537257024454,Product_1027,null
TX216207,1000,Product_1000,Electronics,4,185,28.02838646730217,156.97161353269783,2024-09-06,Evening,Mobile app,Credit card,Paid,Returned,10457,50,Other,City_92,Yes,1,true,Other,Store_48,South,true,6.5452836486673815,Expedited,11,Pending,15.697161353269784,Product_1066,Product_1576
TX597558,1036,Product_1036,Furniture,2,142,0.3132074715358565,141.68679252846414,2024-10-23,Evening,Online,Online wallet,Paid,Canceled,10028,37,Female,City_35,Yes,5,false,Changed mind,Store_12,North,true,4.356140972019684,Standard,17,Pending,14.168679252846415,Product_1075,Product_1544
TX116221,1011,Product_1011,Electronics,5,83,9.167589024192262,73.83241097580773,2025-01-20,Afternoon,In-store,Online wallet,Refunded,Returned,10097,20,Other,City_55,No,3,true,Other,Store_44,West,true,14.568784426175883,None,0,Pending,7.383241097580774,Product_1023,Product_1527
TX930546,1068,Product_1068,Toys,5,292,35.354070366293854,256.64592963370615,2024-08-25,Morning,Mobile app,Online wallet,Pending,Returned,10321,21,Female,City_8,No,3,true,Changed mind,Store_19,North,false,0,None,0,In-transit,25.664592963370616,Product_1009,null
TX273540,1036,Product_1036,Toys,6,243,32.45335663701878,210.54664336298123,2024-11-06,Afternoon,Mobile app,Credit card,Pending,Returned,10328,30,Female,City_78,No,2,false,Changed mind,Store_19,North,false,0,Expedited,19,Delivered,21.054664336298124,Product_1093,Product_1581
TX470853,1014,Product_1014,Furniture,3,244,14.465331897456593,229.5346681025434,2024-08-10,Morning,In-store,Credit card,Refunded,Returned,10282,24,Male,City_15,Yes,4,false,Other,Store_14,West,false,0,Expedited,11,In-transit,22.95346681025434,Product_1047,null
TX458292,1089,Product_1089,Toys,4,405,76.60252878421781,328.39747121578216,2024-11-28,Evening,Mobile app,Credit card,Paid,Canceled,10228,32,Other,City_21,No,5,true,null,Store_3,East,true,13.348649449717673,None,0,Pending,32.83974712157822,null,null
TX456562,1047,Product_1047,Toys,9,443,49.52217374003102,393.477826259969,2024-10-10,Morning,Online,Credit card,Refunded,Completed,10005,41,Other,City_51,No,1,true,Other,Store_6,West,false,0,Expedited,17,Pending,39.3477826259969,null,Product_1590
TX589012,1096,Product_1096,Furniture,10,266,1.1676825676607856,264.8323174323392,2024-08-27,Afternoon,Mobile app,Cash,Pending,Completed,10043,57,Other,City_39,No,2,false,Changed mind,Store_32,West,false,0,Expedited,16,In-transit,26.483231743233922,Product_1086,null
TX611109,1063,Product_1063,Clothing,10,488,66.14426268274036,421.85573731725964,2025-01-28,Evening,Mobile app,Credit card,Paid,Completed,10222,59,Male,City_21,No,1,true,null,Store_8,North,false,0,None,0,In-transit,42.18557373172597,null,null
TX534835,1024,Product_1024,Electronics,10,295,45.79204924082733,249.20795075917266,2024-09-16,Evening,Online,Online wallet,Refunded,Canceled,10481,56,Female,City_24,Yes,1,false,Defective,Store_42,East,false,0,None,0,Pending,24.92079507591727,Product_1067,Product_1594
